PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20231252;12;2023;7627428;1;2;1;70;;2;1930.8257783;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627432;1;2;1;70;;2;1930.8257783;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627437;1;1;1;70;;2;973.26945995;44;;1;1;4;1;;;48;600000;1;1;0;8;1;2;2;2;;1;600000;5223;9621;47;4711;
20231252;12;2023;7627440;1;2;1;70;;2;1042.4120509;44;1;;;;;1;;40;500000;1;99;0;6;4;1;2;2;;2;;.;7332;15;1513;
20231252;12;2023;7627441;1;1;1;70;;2;690.63412073;44;1;;;;;;;;;1;180;2;4;4;1;2;2;;2;;.;8323;49;4921;
20231252;12;2023;7627441;1;2;1;70;;2;690.63412073;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627442;1;1;1;70;;2;1029.6742622;44;1;;;;;;;;;1;8;2;8;3;1;2;2;;2;;.;9111;97;9700;
20231252;12;2023;7627443;1;2;1;70;;2;1029.6742622;44;1;;;;;;;;;1;60;0;4;3;1;2;2;;2;;.;9111;97;9700;
20231252;12;2023;7627445;1;2;1;70;;2;763.06724395;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627447;1;1;1;70;;1;1160.5377709;68;;1;1;2;3;;;48;1000000;1;3;0;8;3;1;2;2;;2;;9111;9111;97;9700;
20231252;12;2023;7627447;1;4;1;70;;1;1160.5377709;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627448;1;1;1;70;;1;834.10771185;68;1;;;;;;;;;1;72;0;4;1;3;2;2;;2;;.;9412;56;5611;
20231252;12;2023;7627450;1;2;1;70;;1;1850.0904345;68;1;;;;;1;;48;1160000;1;12;0;8;3;1;2;2;;2;;.;5311;97;9700;
20231252;12;2023;7627450;1;3;1;70;;1;1850.0904345;68;;1;1;8;4;;;48;1000000;2;;;;;;;2;;2;;5142;;;;
20231252;12;2023;7627452;1;1;1;70;;1;2317.3932727;68;1;;;;;;;;;1;28;5;3;7;3;1;2;;2;;.;9211;01;0123;
20231252;12;2023;7627452;1;3;1;70;;1;2317.3932727;68;1;;;;;;;;;1;8;5;3;1;2;2;2;;2;;.;5223;47;4711;
20231252;12;2023;7627453;1;3;1;70;;1;2023.6252815;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627453;1;4;1;70;;1;2023.6252815;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627454;1;2;1;70;;1;1456.6013467;68;1;;;;;;;;;1;2;5;3;3;1;2;2;;2;;.;9111;97;9700;
20231252;12;2023;7627454;1;3;1;70;;1;1456.6013467;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627456;1;1;1;70;;1;775.91127147;68;1;;;;;;;;;1;56;5;4;1;10;2;2;;2;;.;8331;49;4921;
20231252;12;2023;7627456;1;2;1;70;;1;775.91127147;68;1;;;;;;;;;1;120;5;3;3;1;2;2;;2;;.;9111;97;9700;
20231252;12;2023;7627457;1;1;1;70;;1;1289.9122987;68;1;;;;;;;;;1;120;0;3;1;3;2;2;;2;;.;5120;01;0114;
20231252;12;2023;7627458;1;1;1;70;;1;1163.7760926;68;1;;;;;;;;;1;45;0;4;4;1;2;2;;2;;.;9211;01;0111;
20231252;12;2023;7627458;1;2;1;70;;1;1163.7760926;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627459;1;2;1;70;;1;776.01854434;68;;2;1;28;1;;;48;2200000;1;28;0;8;4;7;2;2;;2;;2512;2511;84;8412;
20231252;12;2023;7627459;1;3;1;70;;1;776.01854434;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627460;1;2;1;70;;1;2064.8942105;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627462;1;3;1;70;;2;483.37132352;76;1;;;;;1;;40;1300000;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627462;1;4;1;70;;2;483.37132352;76;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627464;1;1;1;70;;2;543.02444339;76;1;;;;;;;;;1;36;0;7;4;1;2;2;;2;;.;5223;47;4711;
20231252;12;2023;7627464;1;2;1;70;;2;543.02444339;76;1;;;;;1;;48;1000000;1;7;0;8;1;5;2;2;;2;;.;6222;03;0311;
20231252;12;2023;7627464;1;3;1;70;;2;543.02444339;76;1;;;;;;;;;1;30;0;8;3;1;2;2;;2;;.;9111;97;9700;
20231252;12;2023;7627464;1;5;1;70;;2;543.02444339;76;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627464;1;7;1;70;;2;543.02444339;76;1;;;;;1;;48;1000000;1;7;0;8;1;4;2;2;;2;;.;5120;16;1610;
20231252;12;2023;7627464;1;9;1;70;;2;543.02444339;76;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231252;12;2023;7627464;1;10;1;70;;2;543.02444339;76;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627466;1;1;1;70;;1;163.74972403;05;1;;;;;;;;;1;140;0;3;1;10;2;2;;2;;.;9112;85;8544;
20231249;12;2023;7627466;1;2;1;70;;1;163.74972403;05;1;;;;;;;;;1;120;0;5;1;9;2;3;;2;;.;8332;10;1040;
20231249;12;2023;7627467;1;1;1;70;;1;168.29519411;05;1;;;;;;;;;1;6;0;3;1;6;2;2;;2;;.;8153;14;1410;
20231249;12;2023;7627469;1;2;1;70;;1;84.151292043;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627469;1;3;1;70;;1;84.151292043;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627469;1;4;1;70;;1;84.151292043;05;1;;;;;;;;;1;450;0;5;1;2;2;3;;2;;.;5152;68;6820;
20231249;12;2023;7627470;1;5;1;70;;1;84.151292043;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627471;1;1;1;70;;1;84.151292043;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627471;1;3;1;70;;1;84.151292043;05;1;;;;;;;;;1;6;0;2;1;6;2;2;;2;;.;5131;56;5611;
20231249;12;2023;7627472;1;2;1;70;;1;160.23771049;05;1;;;;;;;;;1;120;0;3;1;10;2;2;;2;;.;9412;85;8530;
20231249;12;2023;7627473;1;1;1;70;;1;105.18911505;05;1;;;;;;;;;1;24;0;7;4;1;2;2;;2;;.;9411;56;5619;
20231249;12;2023;7627473;1;3;1;70;;1;105.18911505;05;;1;1;8;1;;;48;1160000;1;2;0;1;1;10;2;2;;2;;5223;7232;51;5112;
20231249;12;2023;7627474;1;2;1;70;;1;105.18911505;05;1;;;;;2;1;;1300000;1;12;0;7;1;2;2;2;;2;;.;9411;56;5619;
20231249;12;2023;7627474;1;4;1;70;;1;105.18911505;05;1;;;;;;;;;2;;;;;;;1;1;2;;.;.;;.;
20231249;12;2023;7627474;1;5;1;70;;1;105.18911505;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627475;1;1;1;70;;1;204.68715503;05;1;;;;;;;;;1;140;0;5;2;10;2;3;;2;;.;2165;84;8412;
20231249;12;2023;7627475;1;2;1;70;;1;204.68715503;05;1;;;;;;;;;1;56;0;5;2;10;2;3;;2;;.;2423;84;8412;
20231249;12;2023;7627476;1;1;1;70;;1;204.68715503;05;1;;;;;;;;;1;241;0;5;5;2;2;3;;2;;.;8331;49;4921;
20231249;12;2023;7627476;1;2;1;70;;1;204.68715503;05;1;;;;;;;;;1;148;0;5;2;10;2;3;;2;;.;9112;86;8610;
20231249;12;2023;7627477;1;2;1;70;;1;105.18911505;05;1;;;;;;;;;1;245;0;3;3;2;2;2;;2;;.;9111;97;9700;
20231249;12;2023;7627477;1;3;1;70;;1;105.18911505;05;1;;;;;;;;;1;60;0;3;1;4;2;2;;2;;.;1412;56;5613;
20231249;12;2023;7627478;1;1;1;70;;1;210.36899264;05;1;;;;;;;;;1;160;0;3;1;10;2;2;;2;;.;4110;86;8621;
20231249;12;2023;7627478;1;3;1;70;;1;210.36899264;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627479;1;2;1;70;;1;105.18911505;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627479;1;4;1;70;;1;105.18911505;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627480;1;2;1;70;;1;315.46013678;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627480;1;4;1;70;;1;315.46013678;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627480;1;6;1;70;;1;315.46013678;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627481;1;1;1;70;;1;91.287017096;05;1;;;;;;;;;1;36;0;4;1;4;2;2;;2;;.;5223;47;4752;
20231249;12;2023;7627482;1;1;1;70;05;1;1290.3514963;05;1;;;;;;;;;1;360;0;3;4;1;2;2;;2;;.;9111;81;8121;
20231249;12;2023;7627482;1;2;1;70;05;1;1290.3514963;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627483;1;1;1;70;05;1;1389.7261714;05;1;;;;;;;;;1;228;5;5;2;10;2;3;;2;;.;2330;85;8530;
20231249;12;2023;7627483;1;2;1;70;05;1;1389.7261714;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627484;1;2;1;70;05;1;3963.78009;05;1;;;;;;;;;1;156;0;3;2;10;2;2;;2;;.;4226;86;8610;
20231249;12;2023;7627485;1;1;1;70;05;1;1730.4288638;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627486;1;3;1;70;05;1;2995.434148;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627489;1;1;1;70;05;1;885.03921081;05;1;;;;;;;;;1;360;2;5;2;10;2;3;;2;;.;2330;85;8530;
20231249;12;2023;7627489;1;2;1;70;05;1;885.03921081;05;1;;;;;;;;;1;288;2;5;1;10;2;3;;2;;.;2359;85;8544;
20231249;12;2023;7627489;1;3;1;70;05;1;885.03921081;05;1;;;;;;;;;1;86;2;8;1;3;2;2;;2;;.;5223;47;4719;
20231249;12;2023;7627490;1;1;1;70;05;1;1034.1739014;05;1;;;;;;;;;1;300;0;5;1;9;2;3;;2;;.;4415;11;1103;
20231249;12;2023;7627491;1;1;1;70;05;1;2613.3143171;05;1;;;;;;;;;1;96;5;4;2;10;2;3;;2;;.;2221;86;8610;
20231249;12;2023;7627491;1;2;1;70;05;1;2613.3143171;05;1;;;;;;;;;1;24;5;5;2;10;2;3;;2;;.;5321;86;8610;
20231249;12;2023;7627491;1;4;1;70;05;1;2613.3143171;05;1;;;;;;;;;1;2;5;8;1;9;2;2;;2;;.;4110;47;4729;
20231249;12;2023;7627492;1;3;1;70;05;1;1074.4318564;05;1;;;;;;;;;1;1;1;2;1;4;2;2;;2;;.;9621;47;4711;
20231249;12;2023;7627495;1;1;1;70;05;1;1140.5530056;05;1;;;;;;;;;1;12;0;5;1;10;2;3;;2;;.;2411;35;3511;
20231249;12;2023;7627497;1;3;1;70;05;1;916.31280068;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627498;1;1;1;70;05;1;1140.5530056;05;1;;;;;;;;;1;48;0;5;2;10;2;3;;2;;.;3411;84;8424;
20231249;12;2023;7627499;1;2;1;70;05;1;1789.6251121;05;1;;;;;;;;;1;96;0;3;1;10;2;2;;2;;.;7127;10;1040;
20231249;12;2023;7627499;1;3;1;70;05;1;1789.6251121;05;1;;;;;2;4;;1160000;1;12;0;2;1;10;2;2;;2;;.;5414;52;5221;
20231249;12;2023;7627500;1;1;1;70;05;1;4018.7310935;05;1;;;;;;;;;1;300;0;5;1;10;2;3;;2;;.;3122;13;1312;
20231249;12;2023;7627503;1;1;1;70;05;1;1300.2304263;05;1;;;;;;;;;1;420;0;4;3;1;2;2;;2;;.;9111;97;9700;
20231249;12;2023;7627504;1;2;1;70;05;1;4688.0655931;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627505;1;1;1;70;05;1;3798.6687521;05;1;;;;;;;;;1;144;0;5;1;9;2;3;;2;;.;4321;61;6110;
20231249;12;2023;7627505;1;2;1;70;05;1;3798.6687521;05;1;;;;;;;;;1;516;0;3;1;10;2;2;;2;;.;5223;47;4719;
20231249;12;2023;7627506;1;1;1;70;05;1;3862.8740808;05;1;;;;;1;;48;1160000;1;180;0;4;1;7;2;2;;2;;.;9313;41;4111;
20231249;12;2023;7627507;1;1;1;70;05;1;1251.4890579;05;1;;;;;;;;;1;504;0;5;2;10;2;2;;2;;.;7126;66;6630;
20231249;12;2023;7627507;1;2;1;70;05;1;1251.4890579;05;1;;;;;;;;;1;36;0;5;3;1;2;2;;2;;.;9111;97;9700;
20231249;12;2023;7627508;1;1;1;70;05;1;1208.1963752;05;1;;;;;;;;;1;120;0;1;4;3;2;2;;2;;.;8153;14;1410;
20231249;12;2023;7627509;1;1;1;70;05;1;1317.3387214;05;1;;;;;;;;;1;480;0;3;7;7;2;2;;2;;.;9211;10;1061;
20231249;12;2023;7627510;1;1;1;70;05;1;1172.2039664;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627510;1;2;1;70;05;1;1172.2039664;05;1;;;;;;;;;1;36;5;9;4;1;2;2;;2;;.;9520;47;4789;
20231249;12;2023;7627512;1;2;1;70;05;1;1271.0322093;05;1;;;;;;;;;1;204;0;3;1;10;2;2;;2;;.;5223;10;1081;
20231249;12;2023;7627512;1;3;1;70;05;1;1271.0322093;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627514;1;2;1;70;05;1;1127.3161081;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627514;1;4;1;70;05;1;1127.3161081;05;1;;;;;;;;;2;;;;;;;1;1;2;;.;.;;.;
20231249;12;2023;7627515;1;2;1;70;05;1;1141.1271736;05;1;;;;;;;;;1;36;0;1;1;10;2;3;;2;;.;2611;06;0610;
20231249;12;2023;7627516;1;2;1;70;05;1;1097.4553961;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627517;1;1;1;70;05;1;1024.8012074;05;1;;;;;;;;;1;120;2;9;1;7;2;1;2;2;;.;1212;10;1090;
20231249;12;2023;7627518;1;1;1;70;05;1;1121.3216496;05;1;;;;;;;;;1;120;3;5;1;4;2;3;;2;;.;1412;56;5611;
20231249;12;2023;7627518;1;2;1;70;05;1;1121.3216496;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627520;1;1;1;70;05;1;4103.163195;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627522;1;1;1;70;05;1;807.23049947;05;1;;;;;;;;;1;480;0;4;3;1;2;2;;2;;.;9111;97;9700;
20231249;12;2023;7627522;1;3;1;70;05;1;807.23049947;05;;2;1;72;1;;;47;1100000;1;1;0;8;1;4;2;2;;2;;2634;3412;94;9499;
20231249;12;2023;7627525;1;1;1;70;05;1;2391.8267655;05;1;;;;;;;;;1;320;0;7;5;3;2;2;;2;;.;1412;56;5611;
20231249;12;2023;7627525;1;2;1;70;05;1;2391.8267655;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627528;1;2;1;70;05;1;3177.7961133;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627528;1;4;1;70;05;1;3177.7961133;05;1;;;;;;;;;1;1;3;8;1;6;2;2;;2;;.;5223;47;4771;
20231249;12;2023;7627529;1;2;1;70;05;1;1910.8913319;05;1;;;;;;;;;1;12;5;8;4;1;2;2;;2;;.;4132;63;6311;
20231249;12;2023;7627530;1;1;1;70;05;1;2585.2933067;05;1;;;;;;;;;1;144;5;7;4;1;2;2;;2;;.;1420;47;4754;
20231249;12;2023;7627530;1;2;1;70;05;1;2585.2933067;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627531;1;1;1;70;05;1;1725.7215505;05;1;;;;;;;;;1;84;5;5;1;4;2;3;;2;;.;9112;94;9491;
20231249;12;2023;7627531;1;2;1;70;05;1;1725.7215505;05;1;;;;;;;;;1;120;5;5;1;10;2;3;;2;;.;9112;47;4719;
20231249;12;2023;7627532;1;1;1;70;05;1;1097.6584245;05;1;;;;;;;;;1;240;0;6;4;1;2;2;;2;;.;4212;92;9200;
20231249;12;2023;7627533;1;1;1;70;05;1;1083.7588711;05;1;;;;;2;1;;1160000;1;140;0;4;1;10;2;2;;2;;.;5120;56;5611;
20231249;12;2023;7627536;1;1;1;70;05;1;1536.015642;05;;2;1;88;1;;;48;1160000;1;22;0;3;1;10;2;2;;2;;3343;3343;14;1410;
20231249;12;2023;7627536;1;3;1;70;05;1;1536.015642;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627537;1;3;1;70;05;1;1153.0997446;05;;2;1;48;1;;;48;1160000;1;12;0;8;1;4;2;2;;2;;5414;9313;41;4111;
20231249;12;2023;7627537;1;4;1;70;05;1;1153.0997446;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627537;1;6;1;70;05;1;1153.0997446;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627538;1;4;1;70;05;1;1501.9303351;05;1;;;;;2;5;;1160000;1;0;3;8;1;4;2;2;;2;;.;7543;14;1410;
20231249;12;2023;7627539;1;2;1;70;05;1;1031.9656716;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627540;1;1;1;70;05;1;1646.4876367;05;1;;;;;;;;;1;6;0;1;1;4;2;1;2;2;;.;4120;47;4772;
20231249;12;2023;7627541;1;1;1;70;05;1;1210.8457492;05;1;;;;;;;;;1;324;0;3;1;5;2;2;;2;;.;4110;14;1410;
20231249;12;2023;7627542;1;1;1;70;05;1;782.35930723;05;1;;;;;;;;;1;3;0;4;4;1;2;2;;2;;.;9411;56;5619;
20231249;12;2023;7627543;1;1;1;70;05;1;895.67995352;05;1;;;;;;;;;1;60;0;7;4;6;2;2;;2;;.;8153;14;1410;
20231249;12;2023;7627543;1;3;1;70;05;1;895.67995352;05;1;;;;;;;;;1;120;0;9;4;1;2;2;;2;;.;1311;01;0161;
20231249;12;2023;7627543;1;4;1;70;05;1;895.67995352;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627543;1;9;1;70;05;1;895.67995352;05;;1;1;10;1;;;48;2000000;2;;;;;;;2;;2;;2635;;;;
20231249;12;2023;7627544;1;1;1;70;05;1;839.8150257;05;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;6111;01;0113;
20231249;12;2023;7627544;1;2;1;70;05;1;839.8150257;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627546;1;2;1;70;05;1;776.96449763;05;;2;1;52;1;;;48;1160000;1;60;0;6;1;10;2;2;;2;;5223;3322;61;6120;
20231249;12;2023;7627549;1;5;1;70;05;1;1651.5925656;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627551;1;2;1;70;05;1;1188.5283447;05;1;;;;;2;4;;1160000;1;56;2;9;1;3;2;2;;2;;.;5141;96;9602;
20231249;12;2023;7627553;2;2;2;70;05;1;1749.4721636;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627554;1;1;1;70;05;1;6141.3015043;05;1;;;;;1;;48;1160000;1;108;0;8;1;3;2;3;;2;;.;5414;68;6820;
20231249;12;2023;7627559;1;1;1;70;05;1;862.67532706;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627559;1;4;1;70;05;1;862.67532706;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627560;1;1;1;70;05;1;821.19816401;05;1;;;;;;;;;1;12;0;5;1;8;2;3;;2;;.;9112;14;1410;
20231249;12;2023;7627561;1;1;1;70;05;1;821.19816401;05;1;;;;;;;;;1;84;0;5;1;10;2;3;;2;;.;9112;81;8121;
20231249;12;2023;7627562;1;1;1;70;05;1;1663.9772346;05;1;;;;;1;;47;6000000;1;3;3;8;4;10;2;1;2;2;;.;2267;86;8621;
20231249;12;2023;7627562;1;2;1;70;05;1;1663.9772346;05;1;;;;;;;;;1;0;3;8;1;10;2;1;1;2;;.;2267;86;8621;
20231249;12;2023;7627564;1;2;1;70;05;1;936.75555679;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627565;1;2;1;70;05;1;676.56842174;05;1;;;;;;;;;1;240;5;4;4;1;2;2;;2;;.;9111;81;8121;
20231249;12;2023;7627566;1;3;1;70;05;1;793.26674709;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627567;1;2;1;70;05;1;1587.7069657;05;1;;;;;;;;;1;12;0;9;1;2;2;2;;2;;.;5112;49;4921;
20231249;12;2023;7627567;1;3;1;70;05;1;1587.7069657;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627568;1;2;1;70;05;1;959.89719186;05;1;;;;;;;;;1;16;5;3;1;5;2;2;;2;;.;7532;14;1410;
20231249;12;2023;7627569;1;2;1;70;05;1;1473.7656007;05;1;;;;;;;;;1;1;0;8;4;1;2;3;;1;800000;.;2411;69;6920;
20231249;12;2023;7627570;1;1;1;70;05;1;1581.9975354;05;1;;;;;;;;;1;120;0;5;1;10;2;3;;2;;.;8160;12;1200;
20231249;12;2023;7627570;1;2;1;70;05;1;1581.9975354;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627571;1;2;1;70;05;1;1039.6741024;05;1;;;;;;;;;1;1;0;9;4;1;2;2;;2;;.;8324;49;4921;
20231249;12;2023;7627572;1;2;1;70;05;1;1542.6960879;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627574;1;2;1;70;05;1;1397.3761601;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627577;1;1;1;70;05;1;1003.2282022;05;1;;;;;;;;;1;192;0;3;1;3;2;2;;2;;.;5120;56;5611;
20231249;12;2023;7627577;1;4;1;70;05;1;1003.2282022;05;1;;;;;;;;;1;360;0;5;4;1;2;2;;2;;.;9411;56;5619;
20231249;12;2023;7627579;1;3;1;70;05;1;1405.4327895;05;1;;;;;;;;;1;9;0;8;1;8;2;2;;2;;.;5223;47;4771;
20231249;12;2023;7627580;1;2;1;70;05;1;1051.4059468;05;;1;1;8;1;;;48;1160000;1;12;0;8;1;4;2;2;;2;;5223;5223;47;4771;
20231249;12;2023;7627582;1;1;1;70;05;1;1238.8611287;05;1;;;;;;;;;1;36;5;8;1;6;2;2;;2;;.;9333;45;4530;
20231249;12;2023;7627586;1;1;1;70;05;1;1218.2906973;05;1;;;;;;;;;1;180;5;9;3;2;2;2;;2;;.;9111;97;9700;
20231249;12;2023;7627587;1;2;1;70;05;1;1092.3964321;05;;2;1;24;1;;;48;3500000;1;6;5;8;4;10;2;2;;2;;2635;2635;84;8412;
20231249;12;2023;7627588;1;1;1;70;05;1;1450.4901393;05;1;;;;;;;;;1;36;4;6;4;1;2;2;;2;;.;3322;47;4792;
20231249;12;2023;7627588;1;2;1;70;05;1;1450.4901393;05;1;;;;;;;;;1;360;4;3;1;7;2;2;;2;;.;8153;14;1410;
20231249;12;2023;7627589;1;1;1;70;05;1;1594.9884355;05;1;;;;;;;;;1;492;5;3;1;10;2;2;;2;;.;9321;25;2593;
20231249;12;2023;7627590;1;1;1;70;05;1;861.44734363;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627590;1;4;1;70;05;1;861.44734363;05;;1;1;3;1;;;47;1160000;2;;;;;;;2;;2;;7422;;;;
20231249;12;2023;7627591;1;1;1;70;05;1;1333.6437972;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627593;1;1;1;70;08;1;703.48292305;08;1;;;;;;;;;1;48;0;7;4;1;2;2;;2;;.;5223;47;4771;
20231249;12;2023;7627595;1;1;1;70;08;1;651.03825413;08;1;;;;;;;;;1;192;0;8;1;9;2;3;;2;;.;4225;93;9311;
20231249;12;2023;7627596;1;1;1;70;08;1;650.11236598;08;1;;;;;;;;;1;78;2;3;4;1;2;2;;2;;.;7531;14;1410;
20231249;12;2023;7627596;1;2;1;70;08;1;650.11236598;08;1;;;;;1;;30;700000;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627598;1;5;1;70;08;1;393.01636795;08;;2;1;48;1;;;48;1160000;1;14;0;1;1;10;2;2;;2;;4311;4222;82;8220;
20231249;12;2023;7627599;1;3;1;70;08;1;221.77132939;08;1;;;;;2;5;;1160000;1;3;0;4;3;1;2;2;;2;;.;9111;97;9700;
20231249;12;2023;7627599;1;10;1;70;08;1;221.77132939;08;1;;;;;1;;24;1160000;1;3;0;3;4;1;2;2;;2;;.;9111;81;8121;
20231249;12;2023;7627602;1;3;1;70;11;1;2998.6120337;11;1;;;;;;;;;1;36;3;4;1;2;2;2;;2;;.;1420;46;4641;
20231249;12;2023;7627603;1;2;1;70;11;1;1633.8364136;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627603;1;5;1;70;11;1;1633.8364136;11;1;;;;;;;;;1;18;0;3;1;2;2;2;;2;;.;5212;56;5619;
20231249;12;2023;7627604;1;2;1;70;11;1;3281.3736802;11;1;;;;;;;;;1;84;0;7;1;10;2;1;2;2;;.;9112;68;6820;
20231249;12;2023;7627605;1;1;1;70;11;1;3554.7776225;11;1;;;;;;;;;1;48;0;9;1;7;2;2;;2;;.;8157;96;9601;
20231249;12;2023;7627605;1;2;1;70;11;1;3554.7776225;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20231249;12;2023;7627606;1;1;1;70;11;1;4250.8704494;11;1;;;;;1;;48;1160000;1;48;1;5;1;7;2;3;;2;;.;7221;24;2410;
20231249;12;2023;7627606;1;2;1;70;11;1;4250.8704494;11;1;;;;;1;;48;1160000;1;180;1;6;1;9;2;2;;2;;.;8153;14;1410;
20231249;12;2023;7627607;1;1;1;70;11;1;2609.2680507;11;1;;;;;1;;40;1500000;1;120;0;5;2;10;2;3;;2;;.;2166;84;8422;
20231249;12;2023;7627607;1;2;1;70;11;1;2609.2680507;11;1;;;;;2;5;;1800000;1;216;0;3;4;1;2;2;;2;;.;9111;81;8121;
20231249;12;2023;7627607;1;3;1;70;11;1;2609.2680507;11;1;;;;;;;;;1;444;0;4;1;9;2;3;;2;;.;8156;15;1521;
